Advocate_ID,Full_Name,Bar_Council_Enrollment_Number,City,State,Primary_Court_Level,Court_Name,Specialization,Years_of_Experience,Total_Cases_Handled,Cases_Won,Cases_Lost,Recent_Indian_Case_Type,Average_Case_Duration_Months,Client_Rating_Out_of_5
INDADV01460,Ayesha Mannan,IN9093/2007,Gangtok,Tamil Nadu,District Court,District Court Aurangabad,Criminal Law,26,118,51,67,IPC Section 302 - Murder,27,4.7
INDADV01461,Reyansh Bakshi,IN1713/2033,Serampore,Telangana,Supreme Court of India,Supreme Court of India,Criminal Law,14,1129,1062,67,Property Partition Suit,11,3.4
INDADV01462,Farhan Shetty,IN1350/2027,Sambhal,Gujarat,District Court,District Court Hospet,Environmental Law,10,571,100,471,Writ Petition (Article 226),25,3.2
INDADV01463,Zaina Savant,IN6306/2095,Burhanpur,Uttar Pradesh,District Court,District Court Morena,Cyber Law,7,797,90,707,Writ Petition (Article 226),38,4.8
INDADV01464,Ira Apte,IN1068/2032,Bhusawal,Tamil Nadu,Supreme Court of India,Supreme Court of India,Civil Law,6,712,679,33,Divorce Petition,19,4.3
INDADV01465,Purab Raman,IN6886/2065,Muzaffarnagar,Punjab,Supreme Court of India,Supreme Court of India,Constitutional Law,17,1123,158,965,Cheque Bounce Case (NI Act 138),23,4.7
INDADV01466,Badal Jain,IN1437/2078,Navi Mumbai,Delhi,District Court,District Court Mysore,Civil Law,38,727,324,403,Consumer Protection Case,42,3.2
INDADV01467,Jhanvi Luthra,IN6396/2041,Gangtok,Madhya Pradesh,District Court,District Court Sri Ganganagar,Family Law,33,294,86,208,Land Acquisition Dispute,35,4.7
INDADV01468,Hridaan Kale,IN4887/2033,Farrukhabad,Maharashtra,District Court,District Court Pimpri-Chinchwad,Constitutional Law,35,1266,393,873,Cheque Bounce Case (NI Act 138),9,3.4
INDADV01469,Aradhya Das,IN5857/2077,Tadepalligudem,Telangana,Supreme Court of India,Supreme Court of India,Constitutional Law,27,414,105,309,Divorce Petition,29,4.0
INDADV01470,Zain Gour,IN3855/2095,Kishanganj,Maharashtra,High Court,Bombay High Court,Constitutional Law,36,819,120,699,Cyber Fraud Case,30,3.8
INDADV01471,Drishya Jani,IN5812/2058,Hapur,Telangana,District Court,District Court Bihar Sharif,Intellectual Property Law,14,718,25,693,Cyber Fraud Case,44,4.7
INDADV01472,Ojas Bath,IN1295/2039,Amaravati,Delhi,District Court,District Court Chandrapur,Constitutional Law,9,265,44,221,Public Interest Litigation,11,4.8
INDADV01473,Lagan Bhakta,IN0111/2084,Durgapur,Uttar Pradesh,Supreme Court of India,Supreme Court of India,Corporate Law,27,1448,1276,172,IPC Section 302 - Murder,44,3.6
INDADV01474,Fateh Jhaveri,IN7673/2088,Aurangabad,Telangana,High Court,Telangana High Court,Corporate Law,20,475,406,69,Divorce Petition,11,4.4
INDADV01475,Taimur Deol,IN0589/2042,Tiruppur,West Bengal,District Court,District Court Silchar,Family Law,29,451,22,429,IPC Section 420 - Cheating,19,3.8
INDADV01476,Zara Borde,IN0029/2039,Agartala,Gujarat,District Court,District Court Imphal,Corporate Law,12,667,491,176,IPC Section 420 - Cheating,20,4.9
INDADV01477,Oorja Chauhan,IN5214/2032,Burhanpur,Rajasthan,District Court,District Court Aizawl,Constitutional Law,22,554,537,17,Divorce Petition,9,4.1
INDADV01478,Saira Bal,IN1050/2064,Dhanbad,Telangana,District Court,District Court Berhampur,Constitutional Law,35,217,88,129,Consumer Protection Case,30,4.7
INDADV01479,Heer Agrawal,IN9904/2063,Dewas,Delhi,District Court,District Court Mira-Bhayandar,Environmental Law,21,906,166,740,IPC Section 420 - Cheating,14,4.5
INDADV01480,Samar Tak,IN1734/2005,Jamalpur,Kerala,District Court,District Court Ichalkaranji,Criminal Law,26,1478,268,1210,Cyber Fraud Case,9,3.8
INDADV01481,Hiran Master,IN0708/2072,Mango,West Bengal,High Court,Calcutta High Court,Constitutional Law,11,97,50,47,IPC Section 420 - Cheating,41,3.1
INDADV01482,Keya Subramaniam,IN7895/2029,Faridabad,Maharashtra,District Court,District Court New Delhi,Labour Law,35,611,345,266,Writ Petition (Article 226),14,3.9
INDADV01483,Aayush Ray,IN4592/2030,Bardhaman,Tamil Nadu,High Court,Madras High Court,Constitutional Law,7,228,60,168,Public Interest Litigation,11,4.4
INDADV01484,Ryan Majumdar,IN3333/2042,Hyderabad,Uttar Pradesh,District Court,District Court Barasat,Intellectual Property Law,38,669,251,418,IPC Section 420 - Cheating,23,3.4
INDADV01485,Indrajit Mannan,IN7797/2062,Gaya,Rajasthan,District Court,District Court Mangalore,Labour Law,10,71,50,21,GST Tax Dispute,39,3.7
INDADV01486,Amani Deol,IN7019/2017,Korba,Rajasthan,High Court,Rajasthan High Court,Tax Law,34,508,327,181,Land Acquisition Dispute,8,4.7
INDADV01487,Ishaan Raval,IN7481/2008,Rourkela,Gujarat,District Court,District Court Gandhidham,Civil Law,6,884,570,314,Cyber Fraud Case,10,3.6
INDADV01488,Nirvaan Sachdeva,IN0615/2090,Kulti,Madhya Pradesh,District Court,District Court Coimbatore,Family Law,37,1220,904,316,Dowry Prohibition Case,22,3.7
INDADV01489,Nitya Lalla,IN7591/2058,Salem,West Bengal,High Court,Calcutta High Court,Environmental Law,23,820,489,331,Writ Petition (Article 226),22,3.9
INDADV01490,Ritvik Sura,IN3398/2086,Nadiad,Punjab,District Court,District Court Bhiwani,Cyber Law,6,166,61,105,IPC Section 420 - Cheating,30,4.1
INDADV01491,Zoya Suresh,IN0760/2095,Bhatpara,Bihar,High Court,Patna High Court,Constitutional Law,18,1061,286,775,Property Partition Suit,30,4.7
INDADV01492,Kabir Kara,IN7229/2047,Haridwar,Uttar Pradesh,District Court,District Court Katihar,Intellectual Property Law,23,340,224,116,GST Tax Dispute,23,4.2
INDADV01493,Ryan Hayre,IN7109/2085,Bathinda,Kerala,District Court,District Court Rourkela,Cyber Law,27,35,22,13,Cyber Fraud Case,17,3.4
INDADV01494,Armaan Kaul,IN2763/2027,Bidhannagar,Bihar,High Court,Patna High Court,Family Law,29,1349,776,573,Divorce Petition,7,3.4
INDADV01495,Biju Cheema,IN4562/2014,Vellore,Punjab,District Court,District Court Kochi,Civil Law,37,110,83,27,Public Interest Litigation,41,3.5
INDADV01496,Shray Doshi,IN1456/2099,Tirunelveli,Maharashtra,District Court,District Court Kolkata,Cyber Law,9,667,639,28,IPC Section 302 - Murder,40,4.1
INDADV01497,Vardaniya Rao,IN8554/2085,Jaipur,Punjab,Supreme Court of India,Supreme Court of India,Cyber Law,29,300,208,92,Public Interest Litigation,19,3.2
INDADV01498,Dishani Chacko,IN9854/2034,Bongaigaon,Haryana,District Court,District Court Asansol,Civil Law,39,1214,1138,76,Consumer Protection Case,8,4.1
INDADV01499,Nitya Dara,IN1596/2020,Rajpur Sonarpur,Delhi,District Court,District Court Saharsa,Intellectual Property Law,35,593,221,372,IPC Section 420 - Cheating,21,4.3
INDADV01500,Hiran Vora,IN5707/2014,Nagpur,Madhya Pradesh,District Court,District Court Ramgarh,Constitutional Law,14,602,1,601,Land Acquisition Dispute,12,4.5
INDADV01501,Biju Chakraborty,IN9728/2096,Dharmavaram,Gujarat,High Court,Gujarat High Court,Labour Law,36,1041,752,289,IPC Section 420 - Cheating,10,4.9
INDADV01502,Mahika Kunda,IN6391/2080,Pune,Tamil Nadu,District Court,District Court Tiruchirappalli,Family Law,5,167,167,0,Writ Petition (Article 226),45,3.2
INDADV01503,Aniruddh Kapadia,IN2954/2087,Vijayanagaram,Delhi,District Court,District Court Junagadh,Constitutional Law,40,127,45,82,Divorce Petition,43,3.5
INDADV01504,Nayantara Jain,IN8833/2020,Danapur,Bihar,Supreme Court of India,Supreme Court of India,Labour Law,20,100,43,57,Divorce Petition,32,4.2
INDADV01505,Prerak Sule,IN5451/2037,Kochi,Madhya Pradesh,High Court,Madhya Pradesh High Court,Tax Law,38,1184,1164,20,Cyber Fraud Case,19,3.0
INDADV01506,Samaira Sarna,IN8897/2062,Sultan Pur Majra,Gujarat,District Court,District Court Munger,Tax Law,7,784,158,626,Consumer Protection Case,48,3.3
INDADV01507,Jivika Sarna,IN0492/2010,Guntur,Karnataka,Supreme Court of India,Supreme Court of India,Tax Law,3,1350,1029,321,Property Partition Suit,44,4.6
INDADV01508,Mahika Dash,IN4104/2095,Ballia,Bihar,District Court,District Court Firozabad,Intellectual Property Law,5,1483,516,967,Consumer Protection Case,26,3.7
INDADV01509,Indrans Gaba,IN0460/2091,Gandhidham,Haryana,High Court,Punjab and Haryana High Court,Corporate Law,34,1487,283,1204,Cyber Fraud Case,38,4.8
INDADV01510,Piya Saran,IN3972/2091,Hindupur,Karnataka,District Court,District Court Nizamabad,Labour Law,12,1094,435,659,Cyber Fraud Case,18,4.5
INDADV01511,Pihu Sarma,IN9484/2083,Udaipur,Karnataka,High Court,Karnataka High Court,Intellectual Property Law,17,998,923,75,Cyber Fraud Case,35,4.6
INDADV01512,Yasmin Saha,IN0732/2024,Asansol,Karnataka,District Court,District Court Hapur,Civil Law,7,996,686,310,Writ Petition (Article 226),37,3.9
INDADV01513,Onkar Soni,IN2199/2031,Davanagere,Tamil Nadu,District Court,District Court Panchkula,Civil Law,10,44,36,8,Dowry Prohibition Case,42,3.7
INDADV01514,Adah Walia,IN7613/2062,Indore,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Civil Law,10,515,270,245,Land Acquisition Dispute,11,3.1
INDADV01515,Biju Walia,IN8201/2074,Pudukkottai,Punjab,District Court,District Court Indore,Tax Law,17,608,275,333,IPC Section 420 - Cheating,28,4.8
INDADV01516,Ivan Brahmbhatt,IN5460/2034,Ambarnath,Karnataka,High Court,Karnataka High Court,Criminal Law,13,732,244,488,Divorce Petition,46,3.4
INDADV01517,Madhav Behl,IN3808/2084,Kolhapur,Haryana,Supreme Court of India,Supreme Court of India,Labour Law,30,301,73,228,Dowry Prohibition Case,42,4.3
INDADV01518,Ehsaan Subramanian,IN2030/2081,Khora ,Punjab,High Court,Punjab and Haryana High Court,Environmental Law,28,484,85,399,Writ Petition (Article 226),41,4.5
INDADV01519,Nehmat Barad,IN2582/2032,Indore,Gujarat,District Court,District Court Hospet,Labour Law,11,184,89,95,Property Partition Suit,47,3.3
INDADV01520,Rania Rastogi,IN1888/2070,Shahjahanpur,Maharashtra,High Court,Bombay High Court,Cyber Law,7,681,278,403,Cheque Bounce Case (NI Act 138),43,4.4
INDADV01521,Ivan Uppal,IN1728/2006,Ranchi,Gujarat,Supreme Court of India,Supreme Court of India,Intellectual Property Law,30,853,697,156,Divorce Petition,36,4.7
INDADV01522,Prerak Sami,IN1432/2000,Agartala,Haryana,District Court,District Court Patiala,Family Law,4,170,113,57,IPC Section 302 - Murder,31,4.2
INDADV01523,Anay Savant,IN2318/2066,Ahmednagar,Delhi,High Court,Delhi High Court,Environmental Law,33,761,195,566,Divorce Petition,42,4.4
INDADV01524,Mamooty Kothari,IN9994/2056,Thane,Tamil Nadu,High Court,Madras High Court,Civil Law,4,1414,221,1193,GST Tax Dispute,27,3.9
INDADV01525,Manjari Salvi,IN5641/2015,Karnal,Rajasthan,District Court,District Court Hubli–Dharwad,Environmental Law,33,604,328,276,Writ Petition (Article 226),25,4.7
INDADV01526,Himmat Master,IN0555/2007,Muzaffarnagar,Kerala,District Court,District Court Dhule,Cyber Law,16,578,36,542,Cyber Fraud Case,48,4.4
INDADV01527,Dhanush Goyal,IN7979/2013,Guntur,Telangana,District Court,District Court Ichalkaranji,Intellectual Property Law,12,296,108,188,Writ Petition (Article 226),42,4.6
INDADV01528,Renee Kala,IN1102/2067,Howrah,Tamil Nadu,District Court,District Court Srikakulam,Cyber Law,10,782,762,20,Land Acquisition Dispute,27,3.1
INDADV01529,Darshit Sengupta,IN0199/2080,Pimpri-Chinchwad,Punjab,District Court,District Court Panihati,Intellectual Property Law,20,1214,316,898,Writ Petition (Article 226),34,3.8
INDADV01530,Piya Chaudhry,IN6080/2002,Loni,Kerala,Supreme Court of India,Supreme Court of India,Intellectual Property Law,1,1045,126,919,IPC Section 420 - Cheating,10,3.7
INDADV01531,Hansh Randhawa,IN5090/2073,Phusro,West Bengal,High Court,Calcutta High Court,Constitutional Law,21,1073,927,146,Consumer Protection Case,24,3.5
INDADV01532,Saksham Sankaran,IN3123/2008,Malegaon,Punjab,District Court,District Court Nagpur,Corporate Law,17,1166,772,394,GST Tax Dispute,29,4.8
INDADV01533,Rati Karnik,IN4680/2078,Navi Mumbai,Delhi,District Court,District Court Ramgarh,Civil Law,20,933,107,826,IPC Section 420 - Cheating,36,4.1
INDADV01534,Lavanya Batra,IN5527/2014,Sirsa,Delhi,District Court,District Court Bidar,Family Law,4,1312,430,882,IPC Section 420 - Cheating,25,3.1
INDADV01535,Mehul Divan,IN2718/2057,Ramgarh,Punjab,High Court,Punjab and Haryana High Court,Criminal Law,19,684,180,504,Cyber Fraud Case,11,3.7
INDADV01536,Damini Suresh,IN1083/2080,Gaya,Delhi,District Court,District Court Durgapur,Environmental Law,10,1249,93,1156,Divorce Petition,38,4.1
INDADV01537,Nakul Mangal,IN6153/2002,Udupi,Rajasthan,District Court,District Court Nangloi Jat,Family Law,36,224,5,219,Writ Petition (Article 226),7,4.1
INDADV01538,Nirvi Kaul,IN6992/2070,Narasaraopet,Karnataka,District Court,District Court Salem,Environmental Law,2,455,155,300,Consumer Protection Case,35,4.8
INDADV01539,Madhup Khare,IN5731/2097,Bettiah,Punjab,District Court,District Court Chandrapur,Tax Law,22,349,227,122,IPC Section 302 - Murder,33,4.3
INDADV01540,Amira Garde,IN2040/2077,Agra,Madhya Pradesh,District Court,District Court Imphal,Family Law,19,289,113,176,Cheque Bounce Case (NI Act 138),17,4.5
INDADV01541,Vanya Bajwa,IN2604/2062,Buxar,Tamil Nadu,District Court,District Court Ahmedabad,Corporate Law,39,891,777,114,Consumer Protection Case,29,4.2
INDADV01542,Vivaan Lall,IN3022/2078,Secunderabad,Kerala,District Court,District Court Satna,Intellectual Property Law,34,414,272,142,Land Acquisition Dispute,34,3.7
INDADV01543,Nirvaan Cheema,IN9554/2010,Begusarai,Rajasthan,District Court,District Court Mira-Bhayandar,Intellectual Property Law,1,918,352,566,Consumer Protection Case,18,4.0
INDADV01544,Mehul Rajan,IN1275/2081,Gandhidham,Karnataka,District Court,District Court Bilaspur,Civil Law,32,393,247,146,GST Tax Dispute,42,3.5
INDADV01545,Umang Sachdeva,IN4148/2056,Varanasi,Kerala,Supreme Court of India,Supreme Court of India,Environmental Law,29,288,134,154,Divorce Petition,35,3.7
INDADV01546,Shamik Luthra,IN3053/2080,Panchkula,Karnataka,District Court,District Court Buxar,Corporate Law,6,1009,938,71,IPC Section 420 - Cheating,13,3.9
INDADV01547,Ranbir Dutta,IN6068/2062,Raipur,Telangana,High Court,Telangana High Court,Cyber Law,15,565,286,279,Property Partition Suit,47,4.7
INDADV01548,Lakshit Gara,IN2268/2025,Ahmednagar,Karnataka,District Court,District Court Mahbubnagar,Constitutional Law,33,104,76,28,Writ Petition (Article 226),19,4.3
INDADV01549,Kiaan Mani,IN7101/2056,Anantapuram,Gujarat,District Court,District Court Patiala,Intellectual Property Law,8,688,512,176,Divorce Petition,34,3.1
INDADV01550,Vanya Sen,IN2037/2071,Ambattur,Telangana,District Court,District Court Sirsa,Cyber Law,7,540,172,368,Cyber Fraud Case,40,3.5
INDADV01551,Nitya Sheth,IN6228/2062,Rajahmundry,Haryana,High Court,Punjab and Haryana High Court,Cyber Law,7,61,13,48,Cheque Bounce Case (NI Act 138),22,4.5
INDADV01552,Saanvi Kata,IN9744/2061,Sultan Pur Majra,Rajasthan,High Court,Rajasthan High Court,Criminal Law,33,1169,1159,10,Public Interest Litigation,29,3.1
INDADV01553,Baiju Kapoor,IN0089/2015,Anantapur,Maharashtra,District Court,District Court Panchkula,Corporate Law,33,1167,155,1012,Writ Petition (Article 226),30,4.4
INDADV01554,Vidur Kant,IN2325/2040,Mathura,Delhi,District Court,District Court Bhalswa Jahangir Pur,Cyber Law,5,786,24,762,Writ Petition (Article 226),28,3.5
INDADV01555,Samaira Manne,IN8258/2077,Akola,Tamil Nadu,Supreme Court of India,Supreme Court of India,Family Law,40,104,47,57,Cyber Fraud Case,39,4.6
INDADV01556,Tarini Sarraf,IN5055/2080,Gorakhpur,Bihar,District Court,District Court Baranagar,Corporate Law,5,1257,23,1234,Public Interest Litigation,13,4.3
INDADV01557,Eshani Deep,IN9713/2077,Gulbarga,Gujarat,Supreme Court of India,Supreme Court of India,Family Law,18,743,628,115,GST Tax Dispute,48,3.6
INDADV01558,Faiyaz Gaba,IN2446/2079,Bhusawal,Kerala,District Court,District Court Gurgaon,Tax Law,16,854,279,575,Land Acquisition Dispute,21,4.9
INDADV01559,Nitara Thakkar,IN2779/2069,Howrah,Uttar Pradesh,High Court,Allahabad High Court,Family Law,7,1134,562,572,GST Tax Dispute,31,4.3
INDADV01560,Faiyaz Randhawa,IN2039/2065,Alappuzha,Uttar Pradesh,District Court,District Court Bhubaneswar,Family Law,30,755,469,286,Land Acquisition Dispute,35,4.2
INDADV01561,Ayesha Saran,IN1443/2076,Hindupur,Karnataka,District Court,District Court Raebareli,Intellectual Property Law,1,372,188,184,Dowry Prohibition Case,14,4.3
INDADV01562,Mehul Arya,IN0504/2068,Ajmer,Madhya Pradesh,District Court,District Court Ambarnath,Family Law,2,580,55,525,Writ Petition (Article 226),27,4.4
INDADV01563,Samarth Butala,IN6016/2063,Tiruppur,Kerala,District Court,District Court Adoni,Civil Law,25,873,137,736,Cheque Bounce Case (NI Act 138),31,4.1
INDADV01564,Anahi Balasubramanian,IN5624/2055,Agra,Uttar Pradesh,Supreme Court of India,Supreme Court of India,Intellectual Property Law,26,1029,484,545,GST Tax Dispute,45,3.9
INDADV01565,Adira Salvi,IN0172/2079,Solapur,Maharashtra,District Court,District Court Kakinada,Environmental Law,24,870,300,570,Divorce Petition,37,3.6
INDADV01566,Vritika Seshadri,IN9909/2032,Ramagundam,Madhya Pradesh,High Court,Madhya Pradesh High Court,Tax Law,24,388,261,127,Public Interest Litigation,22,4.5
INDADV01567,Seher Luthra,IN1494/2051,Kollam,Uttar Pradesh,District Court,District Court Agra,Labour Law,23,1423,454,969,IPC Section 420 - Cheating,35,3.4
INDADV01568,Romil Arora,IN9525/2077,Jehanabad,Uttar Pradesh,Supreme Court of India,Supreme Court of India,Tax Law,20,419,337,82,IPC Section 420 - Cheating,26,3.1
INDADV01569,Jivika Sachdev,IN9454/2098,Kadapa,Kerala,District Court,District Court Tinsukia,Civil Law,21,552,286,266,Land Acquisition Dispute,8,4.5
INDADV01570,Nirvi Sinha,IN0685/2043,Solapur,Rajasthan,High Court,Rajasthan High Court,Cyber Law,18,330,326,4,Land Acquisition Dispute,21,4.5
INDADV01571,Zoya Acharya,IN5159/2068,Hajipur,West Bengal,High Court,Calcutta High Court,Family Law,16,617,281,336,Cyber Fraud Case,26,3.2
INDADV01572,Stuvan Handa,IN6604/2054,Mangalore,Rajasthan,District Court,District Court Siwan,Labour Law,3,573,562,11,GST Tax Dispute,17,4.5
INDADV01573,Gatik Kara,IN7899/2066,Suryapet,Rajasthan,District Court,District Court Raebareli,Civil Law,21,323,184,139,Dowry Prohibition Case,35,3.5
INDADV01574,Indrajit Bakshi,IN9670/2065,Ambala,Gujarat,Supreme Court of India,Supreme Court of India,Family Law,2,587,154,433,Divorce Petition,47,3.1
INDADV01575,Madhav Bhattacharyya,IN7060/2007,Bardhaman,Rajasthan,District Court,District Court Kakinada,Cyber Law,2,1202,642,560,Consumer Protection Case,46,5.0
INDADV01576,Urvi Garde,IN7015/2086,Proddatur,West Bengal,High Court,Calcutta High Court,Tax Law,38,171,159,12,Property Partition Suit,37,3.7
INDADV01577,Hrishita Jaggi,IN2727/2093,Bhatpara,Bihar,High Court,Patna High Court,Intellectual Property Law,6,308,87,221,Consumer Protection Case,40,3.1
INDADV01578,Alia Karpe,IN1521/2003,Nandyal,Tamil Nadu,District Court,District Court Udaipur,Tax Law,31,914,443,471,Writ Petition (Article 226),7,4.7
INDADV01579,Vedika Dugar,IN1000/2039,Nadiad,Uttar Pradesh,District Court,District Court Bilaspur,Cyber Law,38,890,758,132,Land Acquisition Dispute,18,4.0
INDADV01580,Prisha Malhotra,IN5067/2038,Begusarai,Tamil Nadu,District Court,District Court Nagercoil,Cyber Law,29,568,194,374,Cyber Fraud Case,33,4.5
INDADV01581,Suhana Bansal,IN7577/2095,Solapur,Gujarat,District Court,District Court Rohtak,Labour Law,22,1126,1092,34,Property Partition Suit,46,4.4
INDADV01582,Aaina Thakur,IN7730/2008,Yamunanagar,Bihar,District Court,District Court Solapur,Family Law,30,1346,661,685,IPC Section 302 - Murder,41,4.6
INDADV01583,Manikya Mander,IN8585/2069,Bardhaman,Punjab,Supreme Court of India,Supreme Court of India,Corporate Law,24,1482,1043,439,IPC Section 302 - Murder,18,3.4
INDADV01584,Madhav Ramesh,IN2264/2086,Bokaro,Kerala,High Court,Kerala High Court,Labour Law,32,492,459,33,Land Acquisition Dispute,27,3.8
INDADV01585,Mohanlal De,IN1630/2018,Tumkur,Haryana,Supreme Court of India,Supreme Court of India,Intellectual Property Law,24,165,40,125,GST Tax Dispute,35,3.0
INDADV01586,Damini Srinivasan,IN1175/2076,Tadepalligudem,West Bengal,Supreme Court of India,Supreme Court of India,Civil Law,5,1034,717,317,GST Tax Dispute,42,4.6
INDADV01587,Umang Dubey,IN9563/2013,Amritsar,Haryana,District Court,District Court Hosur,Criminal Law,29,126,97,29,Writ Petition (Article 226),12,3.3
INDADV01588,Samar Master,IN0278/2085,Bhilwara,Gujarat,District Court,District Court Ambala,Family Law,23,432,81,351,Cyber Fraud Case,48,3.6
INDADV01589,Taran Dhawan,IN4528/2035,Malda,Gujarat,District Court,District Court Aurangabad,Civil Law,21,1410,288,1122,Land Acquisition Dispute,30,3.9
